,date,country,traveler_type,review,rating,scrape_date,sentiment_score,categories
881,2021-12-01 00:00:00,Suisse,Voyageur individuel,"the hotel is very central and has a nice view on the church closeby - and still is surprisingly quiet.  a bit old-fashioned for the price (but hey, it's geneva)",70.0,2024-03-15 22:46:38.925604,0.75,"{'location': 0.9, 'view': 0.85, 'quietness': 0.8, 'style': 0.6, 'price': 0.5}"
882,2021-12-01 00:00:00,Sri Lanka,Groupe,"very good buffet and variety is good but  not changing daily. it need to be change at least 2
items. other wise quality and the tasty of the food is ok. Croissants were very good and Bar tender is very helpful adhering to health guide lines all the time.location is ideal. room is small but managable.  more variety with daily change in menu.room service has to improve. not providing drinking water every day . For me only the 1st day for the whole week. not providing toilet soap. one piece for entire stay.",80.0,2024-03-15 22:46:38.925604,0.65,"{'buffet': 0.75, 'variety': 0.7, 'food quality': 0.65, 'croissants': 0.85, 'bar service': 0.9, 'health guidelines': 0.95, 'location': 0.9, 'room size': 0.5, 'menu': 0.6, 'room service': 0.4, 'drinking water': 0.3, 'toilet soap': 0.2}"
883,2021-11-01 00:00:00,Royaume-Uni,Voyageur individuel,"great location and value for money, comfortable well-designed room  I didn’t mind, but some would find the decor a little old fashioned",90.0,2024-03-15 22:46:38.925604,0.75,"{'location': 1.0, 'value for money': 1.0, 'room comfort': 0.9, 'room design': 0.8, 'decor': 0.5}"
884,2021-11-01 00:00:00,Taïwan,Voyageur individuel,very close to the train station,90.0,2024-03-15 22:46:38.925604,0.85,"{'location': 0.85, 'transportation': 0.85}"
885,2021-11-01 00:00:00,Royaume-Uni,Voyageur individuel,"Excellent staff who were very helpful. The hotel is very well located and very clean, tidy, brightly lit. The rooms are well sized. The only thing necessary is a general refurb of the entire hotel as it seems rather dated.",70.0,2024-03-15 22:46:38.925604,0.75,"{'staff': 1.0, 'location': 0.9, 'cleanliness': 0.9, 'room size': 0.8, 'hotel condition': 0.4}"
886,2021-11-01 00:00:00,Royaume-Uni,Couple,"Great location opposite the main railway station. Polite and helpful reception staff.  Very small elevator, hard to negotiate with luggage. Breakfast room is the bar / pub attached to the hotel. Not a great layout or atmosphere for breakfast.",80.0,2024-03-15 22:46:38.925604,0.65,"{'location': 0.9, 'staff': 0.85, 'elevator': 0.3, 'breakfast room': 0.4, 'atmosphere': 0.4}"
887,2021-11-01 00:00:00,Royaume-Uni,Couple,"The hotel is very close to the train station. Very reasonable price for Geneva. Staff very friendly and helpful, especially Miguel who was very welcoming and even let us check in early. Breakfast was adequate, and the travel passes were greatly appreciated. The bar was an added bonus! We will definitely used the Astoria again.",90.0,2024-03-15 22:46:38.925604,0.85,"{'location': 0.9, 'price': 0.8, 'staff': 0.95, 'check-in': 0.9, 'breakfast': 0.7, 'amenities': 0.85, 'bar': 0.8}"
888,2021-10-01 00:00:00,Grèce,Voyageur individuel,"The reception staff was very helpful and competent. The room was compact, clean and equiped with a boiler, tea-bags and instant coffee.",80.0,2024-03-15 22:46:38.925604,0.85,"{'reception staff': 0.9, 'room': 0.8, 'amenities': 0.8}"
889,2021-11-01 00:00:00,France,Voyageur individuel,Modest but very good value for money  Noise cancellation was not there I could hear everything from the other rooms,80.0,2024-03-15 22:46:38.925604,0.45,"{'value for money': 0.85, 'noise cancellation': 0.1, 'room quality': 0.2}"
890,2021-10-01 00:00:00,Suisse,Groupe,"The location was perfect. It is very near to the train station,restaurants and groceries and in front of the Catholic church.  None",80.0,2024-03-15 22:46:38.925604,0.85,"{'location': 0.95, 'proximity to train station': 0.9, 'restaurants': 0.85, 'groceries': 0.85, 'church': 0.8}"
891,2021-11-01 00:00:00,Macédoine du Nord,Voyageur individuel,"Nice hotel near the train station and just 5 to 10min walking to the city center, the breakfast was very lovely, the guy who was responsible for the breakfast was taking care very nice with big respect and he offered my good meal with great coffe croissant, eggs etc.  Only thing i didnt like is was the smell of cigarettes.",90.0,2024-03-15 22:46:38.925604,0.75,"{'location': 0.85, 'breakfast': 0.9, 'staff': 0.95, 'food': 0.9, 'cleanliness': 0.4}"
892,2021-11-01 00:00:00,Ukraine,Voyageur individuel,Switzerland is hellishly expensive. The hotel was priced in the range ths thg is ok for budget travelers.  Breakfast should be included in the accommodation cost. C'mon!,90.0,2024-03-15 22:46:38.925604,0.45,"{'Switzerland': 0.2, 'hotel price': 0.5, 'budget travel': 0.7, 'breakfast': 0.3}"
893,2021-11-01 00:00:00,Royaume-Uni,Voyageur individuel,"location is ideal and in the centre. you couldnt hear external noise but the room was not as quiet as would have liked but still it was fine  the room was very small, but again i knew what i was paying for.",70.0,2024-03-15 22:46:38.925604,0.65,"{'location': 1.0, 'noise': 0.5, 'room size': 0.4}"
895,2021-10-01 00:00:00,Canada,Voyageur individuel,Excellent overall. Friendly and helpful staff  Nothing really. Good value fir my money,90.0,2024-03-15 22:46:38.925604,0.85,"{'Staff': 0.9, 'Value for money': 0.8}"
896,2021-10-01 00:00:00,République tchèque,Groupe,Clean and cheap near citi center,70.0,2024-03-15 22:46:38.925604,0.85,"{'Cleanliness': 0.9, 'Price': 0.8, 'Location': 0.9}"
897,2021-10-01 00:00:00,Suisse,Voyageur individuel,Comfortable and quiet room.,80.0,2024-03-15 22:46:38.925604,0.85,"{'room comfort': 0.9, 'quietness': 0.8}"
898,2021-10-01 00:00:00,États-Unis,Voyageur individuel,"Great location.  Very convenient.  Very clean.  Internet was promoted as ""high-speed.""  Not close.  The highest it reached in three days was around 1.5mbs.  In comparison, 5 mbs is considered a speed barely sufficient for videoconferencing and hotels will offer a premium wifi for higher.  I used a hotspot from my phone for more sufficient bandwidth.  The hotel met expectations in all areas except this.  It is a great place to stay for convenience and for being clean.  If you need videoconferencing or bandwidth, though, make sure you can run a hotspot off of your phone.  At least, that was my experience.",70.0,2024-03-15 22:46:38.925604,0.75,"{'location': 1.0, 'convenience': 1.0, 'cleanliness': 1.0, 'internet': 0.2, 'overall experience': 0.8}"
899,2021-10-01 00:00:00,Allemagne,Voyageur individuel,"Well located, clean and friendly staff  The wifi didnt work well. I couldn’t even use it for checking my emails.",80.0,2024-03-15 22:46:38.925604,0.7,"{'location': 1.0, 'cleanliness': 1.0, 'staff': 1.0, 'wifi': 0.2}"
900,2021-09-01 00:00:00,États-Unis,Voyageur individuel,Location was excellent,80.0,2024-03-15 22:46:38.925604,0.9,{'location': 0.9}
901,2021-09-01 00:00:00,Albanie,Voyageur individuel,The staff is very kind and the rooms are comfortable,80.0,2024-03-15 22:46:38.925604,0.85,"{'staff': 0.9, 'rooms': 0.8}"
902,2021-09-01 00:00:00,Allemagne,Voyageur individuel,"The room has a mini bar incl. a small kettle, tea and coffee, which makes for more relaxing evenings. Though small, the room was very clean, quiet and comfortable.",80.0,2024-03-15 22:46:38.925604,0.85,"{'room': 0.85, 'mini bar': 0.85, 'kettle': 0.85, 'tea and coffee': 0.85, 'cleanliness': 0.9, 'quietness': 0.9, 'comfort': 0.9}"
903,2021-09-01 00:00:00,Suisse,Voyageur individuel,Good location and very friendly staff at the bar  Light in the bathroom didn’t work,70.0,2024-03-15 22:46:38.925604,0.7,"{'location': 1.0, 'staff': 0.9, 'bar': 0.8, 'bathroom facilities': 0.2}"
904,2021-08-01 00:00:00,États-Unis,Voyageur individuel,"The room overlooked a quiet courtyard and the front desk personnel were helpful.  The location is excellent for access to the express train to Geneva airport.  I had a 7 am flight and the train only takes 15 minutes.  The breakfast is strictly continental, a few rolls, apples, hard boiled eggs and cold cuts, no scrambled eggs, etc. At a cost of 16 euros, I expected more.",80.0,2024-03-15 22:46:38.925604,0.75,"{'room': 0.85, 'front desk service': 0.9, 'location': 1.0, 'transportation': 0.95, 'breakfast': 0.5}"
905,2021-09-01 00:00:00,Suisse,Voyageur individuel,"Great location, friendly staff, clean comfortable room.",80.0,2024-03-15 22:46:38.925604,0.9,"{'location': 0.95, 'staff': 0.9, 'room cleanliness': 0.85, 'room comfort': 0.9}"
906,2021-09-01 00:00:00,Égypte,Famille,The location and the room  The reception staff,70.0,2024-03-15 22:46:38.925604,0.75,"{'location': 0.85, 'room': 0.8, 'reception staff': 0.7}"
907,2021-09-01 00:00:00,Italie,Groupe,Everything  Nothing,90.0,2024-03-15 22:46:38.925604,0.5,"{'Everything': 1, 'Nothing': 0}"
908,2021-09-01 00:00:00,États-Unis,Couple,Close to train station (with easy access to airport) and Lake. Comfy beds. 24 hour bus/metro pass is a nice touch.,80.0,2024-03-15 22:46:38.925604,0.85,"{'location': 0.9, 'transportation': 0.8, 'comfort': 0.9, 'amenities': 0.8}"
909,2021-09-01 00:00:00,États-Unis,Voyageur individuel,"Room was very clean, small but ver comfortable. if you don’t need a lot, this is an excellent value. staff was very friendly, too.",80.0,2024-03-15 22:46:38.925604,0.85,"{'room': 0.9, 'value': 0.8, 'staff': 0.9}"
910,2021-09-01 00:00:00,Suisse,Voyageur individuel,"I liked the view of little quiet square with chestnut trees and summer cafe. The price is low but the room was comfortable. I had a little welcome sweets on my table and all the equipment I need to make my evening tea. This hotel is located near the big train, tram and bus station of the area. There are a lot of shops and various restaurants just round the corner. The staff is polite and supportive.  There was a faul smell of stagnant  water coming from the bath tub. But it is gone after I run the water for a few minutes and used my air purifier.",70.0,2024-03-15 22:46:38.925604,0.75,"{'view': 0.85, 'price': 0.8, 'room comfort': 0.8, 'welcome sweets': 0.8, 'tea making equipment': 0.8, 'location': 0.9, 'shops and restaurants': 0.9, 'staff': 0.85, 'bathroom': 0.4}"
911,2021-08-01 00:00:00,Serbie,Voyageur individuel,"Great price/value, especially compared to other hotels in Geneva. It is close to the train station and also to the city center this gives a lot of opportunities to use the free time in the most optimized manner. Pub downstairs has great food and vibe.",90.0,2024-03-15 22:46:38.925604,0.85,"{'price/value': 0.9, 'location': 0.8, 'proximity to train station': 0.85, 'proximity to city center': 0.85, 'free time optimization': 0.8, 'pub food': 0.9, 'pub vibe': 0.9}"
912,2021-09-01 00:00:00,Roumanie,Famille,Relatively close to the lake and city center.  Rooms extremely small.,80.0,2024-03-15 22:46:38.925604,0.45,"{'location': 0.8, 'room size': 0.1}"
913,2021-08-01 00:00:00,Suisse,Voyageur individuel,"The staff was very accommodating to my requests of switching rooms so my friend could stay for the last night. The beds were comfortable and location is great!  The air conditioning is central. It created an issue when someone would smoke, or the kitchen cooked, all the smell would go inside the room.",80.0,2024-03-15 22:46:38.925604,0.75,"{'staff': 0.9, 'room': 0.7, 'beds': 0.8, 'location': 0.9, 'air conditioning': 0.5, 'smell': 0.4}"
914,2021-09-01 00:00:00,Allemagne,Famille,"Friendly staffs, good location, one finds everything what one expects in a three stars hotel. Breakfast is not that special for 15€. It was written 14€ per person in Booking.com, but actually they charge 15€.  The guest there don’t wear masks at lobby and the staffs did not say anything.",90.0,2024-03-15 22:46:38.925604,0.65,"{'Staff': 0.85, 'Location': 0.8, 'Hotel Quality': 0.7, 'Breakfast': 0.4, 'Pricing': 0.5, 'Health and Safety': 0.3}"
915,2021-09-01 00:00:00,Royaume-Uni,Voyageur individuel,Comfort and quietness  Nothing,90.0,2024-03-15 22:46:38.925604,0.85,"{'Comfort': 0.9, 'Quietness': 0.8}"
916,2021-08-01 00:00:00,Royaume-Uni,Famille,"A very good hotel close to the train station and directly next to an underground carpark, good size rooms and clean would stay there again and recommend, good restaurants close by a lovely city  The breakfast was very expensive with not a lot to know choice",80.0,2024-03-15 22:46:38.925604,0.75,"{'hotel location': 0.85, 'room size': 0.8, 'cleanliness': 0.8, 'recommendation': 0.8, 'nearby restaurants': 0.8, 'city': 0.8, 'breakfast': 0.4}"
917,2021-08-01 00:00:00,Jersey,Couple,"Great stay, in the city centre, next to the train station, H&M shop, restaurants, 7 min walk to the geneva lake.
Friendly and helpful staff, parking is 3 min walk from the hotel (27 CHF per day but we had some discount card from the hotel and paid 15!).
There are sockets in the room for Europe, UK, US plugs which was useful). Bottle of water, kettle, tea, coffee, hair dryer.",90.0,2024-03-15 22:46:38.925604,0.85,"{'Location': 0.9, 'Staff': 0.8, 'Parking': 0.7, 'Amenities': 0.9}"
918,2021-09-01 00:00:00,Royaume-Uni,Voyageur individuel,Clean and comfortable,70.0,2024-03-15 22:46:38.925604,0.9,"{'Cleanliness': 0.95, 'Comfort': 0.85}"
919,2021-09-01 00:00:00,Royaume-Uni,Groupe,Easy location and clean comfortable room with good shower/bathroom  Struggled to cool down the room at night with the noisy zircon,70.0,2024-03-15 22:46:38.925604,0.7,"{'location': 1.0, 'room cleanliness': 1.0, 'room comfort': 1.0, 'shower/bathroom': 1.0, 'room temperature control': 0.2, 'noise level': 0.2}"
920,2021-08-01 00:00:00,Italie,Famille,"At a glance, it looks like an old hotel room but actually it must have been renovated. Nothing depleted or broken, doors, bathroom tiles and fixtures, the bed, desks and chairs, electric sockets, the air conditioning, etc. - all were like new. The check in and out were smooth. Finally, the location - right in front of the train station - is great but the price is very low for the Geneva standard. Great value for money.  Nothing really. It was all well and as expected, in fact more than expected.",90.0,2024-03-15 22:46:38.925604,0.85,"{'room condition': 0.8, 'check-in/check-out process': 0.9, 'location': 0.95, 'price': 0.9, 'value for money': 0.95}"
921,2021-08-01 00:00:00,Pays-Bas,Voyageur individuel,"Very friendly staff.
Excellent location",90.0,2024-03-15 22:46:38.925604,0.9,"{'staff': 0.95, 'location': 0.85}"
922,2021-08-01 00:00:00,Espagne,Voyageur individuel,The location was perfect,90.0,2024-03-15 22:46:38.925604,0.9,{'location': 0.9}
923,2021-08-01 00:00:00,Suisse,Voyageur individuel,Location is the best in the centre of the the town.  Noisiness.,70.0,2024-03-15 22:46:38.925604,0.65,"{'Location': 1.0, 'Noisiness': 0.3}"
924,2021-08-01 00:00:00,Belgique,Voyageur individuel,Great location when travelling by train. Good wifi.  Airco did not work. Matrass very/too soft.,70.0,2024-03-15 22:46:38.925604,0.55,"{'location': 1.0, 'transportation': 1.0, 'wifi': 1.0, 'air conditioning': 0.0, 'bed comfort': 0.2}"
925,2021-08-01 00:00:00,Suisse,Voyageur individuel,"Room  Breakfast has to be improved, do not deserve 15 CHF",70.0,2024-03-15 22:46:38.925604,0.25,"{'Room': 0.5, 'Breakfast': 0.0, 'Price': 0.25}"
926,2021-08-01 00:00:00,Pays-Bas,Voyageur individuel,Enjoy my stay here. The receptionists are approachable and nice. And the room has global sockets.,90.0,2024-03-15 22:46:38.925604,0.85,"{'staff': 0.9, 'room amenities': 0.8}"
927,2021-08-01 00:00:00,Israël,Voyageur individuel,"Location location location! Across the road from Geneva's train station - and 5 minutes walk ftom jet d'eau. Also, impeccably clean.  The room was too hot without the air conditioner and too noisy with it. The room is very small, I mean, 1 person does not need much space, but still, all furniture jammed together looks kind of funny",80.0,2024-03-15 22:46:38.925604,0.65,"{'Location': 1.0, 'Cleanliness': 1.0, 'Room Temperature': 0.3, 'Noise Level': 0.2, 'Room Size': 0.3, 'Furniture Arrangement': 0.4}"
928,2021-08-01 00:00:00,Pays-Bas,Couple,"The staff was so friendly, we had a nice conversation. Also the check-in times are very variable. We arrived a lot later than expected (23:00u) but were still able to check in. And: the hotel is on a busy street, so easy to find. The windows were very good and there was no sounds of the street. Also the rooms were quiet and we didn’t hear anyone on the hallway or in the lift (which was right next to our room).  There is not a parkingspot from the hotel, so we had to put our car on paid parking and paid €33,- for two days. Parking garage Cornavin is the closest. You have to park on -2 or -3 and we got a discount from the hotel (it went from 55,- to 33,-)",90.0,2024-03-15 22:46:38.925604,0.75,"{'Staff': 1.0, 'Check-in': 0.9, 'Location': 0.8, 'Noise Level': 0.9, 'Room': 0.8, 'Parking': 0.4}"
929,2021-08-01 00:00:00,Suisse,Voyageur individuel,Position  N/A,80.0,2024-03-15 22:46:38.925604,0.0,{}
930,2021-08-01 00:00:00,Suède,Couple,It was clean.  Nothing at all,90.0,2024-03-15 22:46:38.925604,0.7,{'Cleanliness': 1.0}
931,2021-08-01 00:00:00,Arabie Saoudite,Famille,"The location is great , the room are clean  The smell on the reception, the furniture is a little bit old",80.0,2024-03-15 22:46:38.925604,0.65,"{'location': 1.0, 'room cleanliness': 1.0, 'reception smell': 0.2, 'furniture': 0.4}"
932,2021-07-01 00:00:00,Finlande,Voyageur individuel,Location near train station  The room would require regeneration.,80.0,2024-03-15 22:46:38.925604,0.45,"{'Location': 0.8, 'Room': 0.1}"
933,2021-07-01 00:00:00,Suisse,Voyageur individuel,location location location  noise noise noise,80.0,2024-03-15 22:46:38.925604,0.5,"{'location': 1, 'noise': 0}"
934,2021-07-01 00:00:00,France,Voyageur individuel,"Wifi too weak, therefore  not usable in the bedroom",90.0,2024-03-15 22:46:38.925604,0.2,"{'Wifi': 0.1, 'Bedroom': 0.3}"
935,2024-03-01 00:00:00,Hongrie,Voyageur individuel,"The location, the bar that is attached with the hotel, the vicinity and easy of reaching shops and the main train station  It was very cold in my room, it seemed that the heaters are not working properly in room 102. I did not therefore sleep well",50.0,2024-03-15 22:46:38.925604,0.45,"{'location': 0.8, 'bar': 0.8, 'vicinity': 0.8, 'shops': 0.8, 'train station': 0.8, 'room temperature': 0.1, 'sleep quality': 0.1}"
936,2024-02-01 00:00:00,France,Voyageur individuel,"location, very clean, price  nothing",100.0,2024-03-15 22:46:38.925604,0.85,"{'location': 1.0, 'cleanliness': 1.0, 'price': 1.0}"
937,2024-03-01 00:00:00,Royaume-Uni,Voyageur individuel,"Location is great, very close to everything. The room was nice, the bed was comfy; sometimes I could hear people talking outside but it wasn't too loud, and probably it was because I had a room on the 1st floor. The staff is very helpful and nice. I could leave my luggage after check out, and continue exploring the city without a heavy backpack. I'd definitely stay here again. Also, I could get a free public transport card with this reservation.",100.0,2024-03-15 22:46:38.925604,0.85,"{'Location': 1.0, 'Room': 0.8, 'Noise': 0.6, 'Staff': 1.0, 'Luggage Storage': 1.0, 'Public Transport': 1.0}"
938,2024-03-01 00:00:00,Royaume-Uni,Famille,"Perfect location, Amazing views. Being solo in my room,having a good view was important to me. 
My room was close to the lift, so no walking alone along corridors👌Train station on the doorstep.  There is nothing I didn't like.  I am in a group of over 500 single ladies. We all recommend hotels we visit in Europe for safety and welcome, or advise against them!. I will definitely be recommending your hotel.",100.0,2024-03-15 22:46:38.925604,0.95,"{'location': 1.0, 'views': 1.0, 'room': 0.9, 'safety': 1.0, 'welcome': 1.0, 'recommendation': 1.0, 'proximity to train station': 1.0}"
939,2024-03-01 00:00:00,Pologne,Voyageur individuel,"Centre of the city, clean room and very nice personel!",100.0,2024-03-15 22:46:38.925604,0.9,"{'location': 1.0, 'cleanliness': 1.0, 'staff': 1.0}"
940,2024-03-01 00:00:00,Danemark,Voyageur individuel,"nice clean room  the hotel is getting a bit old
hard bed",60.0,2024-03-15 22:46:38.925604,0.55,"{'room cleanliness': 0.85, 'hotel condition': 0.4, 'bed comfort': 0.3}"
941,2024-02-01 00:00:00,Italie,Couple,"Location is good , it’s a Center of the city  Ventilation in room 106 is horrible , maybe someone was smoking  outside or in a hotel but all the smell came to our room.  Smell was so bad that I couldn’t stay there no more .",30.0,2024-03-15 22:46:38.925604,0.35,"{'Location': 0.8, 'Ventilation': 0.2, 'Smell': 0.1}"
942,2024-02-01 00:00:00,Royaume-Uni,Voyageur individuel,"The reception staff were friendly and helpful. I can speak a bit of French, which I did try, but there was a lot of Franglais :). The room was very clean, secure, well equipped and just across the road from the railway station (train from airport, cross the road, you're there! Easy to walk to all tourist attractions just down the hill for 5 minutes, towards the Rhone.
I was a solo female traveller and felt perfectly safe.  Nothing",100.0,2024-03-15 22:46:38.925604,0.85,"{'staff': 0.9, 'language': 0.7, 'room': 0.9, 'location': 0.95, 'security': 0.9}"
943,2024-02-01 00:00:00,Chine,Voyageur individuel,"very nice location,just 3 minutes walk to the train station。Hot water shower is also nice.  everything is fine",100.0,2024-03-15 22:46:38.925604,0.85,"{'location': 0.9, 'proximity to train station': 0.9, 'hot water shower': 0.8, 'overall experience': 0.8}"
944,2024-02-01 00:00:00,États-Unis,Famille,"Location and space. Booked another night for the following week and canceled an earlier made reservation from a different hotel to return here.
Great value for a budget hotel.",100.0,2024-03-15 22:46:38.925604,0.85,"{'Location': 0.9, 'Space': 0.9, 'Value': 0.8, 'Budget Hotel': 0.8}"
945,2024-02-01 00:00:00,États-Unis,Famille,"Location, staff, and cleanliness!",100.0,2024-03-15 22:46:38.925604,1.0,"{'Location': 1.0, 'Staff': 1.0, 'Cleanliness': 1.0}"
946,2024-02-01 00:00:00,Suède,Voyageur individuel,Staff in the reception tried their best  It is the worst experience I have ever had related to a hotel. Something went wrong in the booking and when I arrived I had a double booking with 2 rooms instead of one. When I tried to cancel one room the hotel refused and I ended up having to pay for 2 rooms for all 5 nights. The manager refused to meet me and responded to my attempts to communicate via e-mails refusing any kind of cancellation saying I had to pay the full fee for both rooms for 5 nights. I tried to contact the director who in a rude way referred me back to the manager. I will never stay at this place again and wopuld like to warn everyone else. If something goes wrong there is NO costume service or flexibility.,10.0,2024-03-15 22:46:38.925604,0.15,"{'Staff': 0.7, 'Booking': 0.1, 'Cancellation Policy': 0.05, 'Manager Interaction': 0.1, 'Director Interaction': 0.1, 'Customer Service': 0.05}"
947,2024-02-01 00:00:00,Ukraine,Famille,"All good. The location is great, the room is clean, people on the reception are friendly  Nothing",100.0,2024-03-15 22:46:38.925604,0.85,"{'location': 0.9, 'room': 0.8, 'staff': 0.9}"
948,2024-02-01 00:00:00,Singapour,Voyageur individuel,"Its location right next to Gare Cornavin, and within a 7 min walk from the Geneva Bus Station makes it a perfect location. I was able to get to most of the sites I wanted to see in Geneva within a 30 min public transit ride. As a very big bonus, the hotel also gave me a Geneva transport card to use during my my stay, so I never had to worry about the logistics of buying tickets for my travels around the city. The transport card was apparently valid for the water buses across the lake too, which I wanted to experience but I missed out on them as I misinterpreted their winter operating times. Due to its location, I also had the luxury of popping back into my room to eat, charge my phone, or to pick up and drop off stuff as I visited the city's sights!  I would be nitpicking, but a faint humming noise can occasionally be heard from the bathroom. I'm not sure if its the hum of the lights or from the machinery of the lift just behind my room. The hotel is small, so there's only one lift, but in my experience the wait times aren't too long anyway.",100.0,2024-03-15 22:46:38.925604,0.85,"{'location': 0.95, 'public transit': 0.9, 'hotel amenities': 0.85, 'room': 0.8, 'noise': 0.6, 'lift': 0.75}"
949,2024-02-01 00:00:00,Pays-Bas,Voyageur individuel,"I booked this hotel because I had a great experience with it before. Location is great, rooms are small but tidy and hotel offers everything that you need.  It was my second time in this hotel, and every evening when I returned to my room, my hotel card did not work (I could not open the room). When I went down to the reception and told them that I could not open my door with the card, the receptionist looked at the card and said ""Because it is not from this hotel"" although the card was inside the paper cover saying ""hotel Astoria""). It showed up that the card was from this hotel, and it was the hotel`s fault but this is an awful treatment of the customer. Forget about any apologies. The guy added access to my room and said nothing. For 5 nights during 2 travels, I had this problem with the hotel card 3 times (basically, only the first night always worked). The snarky comment from the receptionist is not acceptable.",50.0,2024-03-15 22:46:38.925604,0.45,"{'Location': 0.85, 'Room Size': 0.7, 'Amenities': 0.75, 'Customer Service': 0.2, 'Room Access': 0.15}"
950,2024-01-01 00:00:00,République dominicaine,Voyageur individuel,Very good and excelent service,100.0,2024-03-15 22:46:38.925604,0.9,{'service': 0.9}
951,2024-01-01 00:00:00,Royaume-Uni,Couple,"Bread was dry, choice limited",50.0,2024-03-15 22:46:38.925604,0.25,{'Food': 0.25}
952,2024-01-01 00:00:00,France,Voyageur individuel,Nothing  Everything,20.0,2024-03-15 22:46:38.925604,0.1,"{'Nothing': 0.0, 'Everything': 1.0}"
953,2024-01-01 00:00:00,Royaume-Uni,Voyageur individuel,"Reception man very calm informative. 
Hotel astoria in  brilliant location opposite train station.and bus stop.restaurants cafe near. Next door to Hotel brittania pub delicious food and drinks. 
I will definitely stay again very good price.  Nothing!!",100.0,2024-03-15 22:46:38.925604,0.85,"{'Reception': 0.9, 'Location': 0.95, 'Restaurants/Cafe': 0.85, 'Nearby Pub': 0.9, 'Food and Drinks': 0.9, 'Price': 0.8}"
954,2024-01-01 00:00:00,Danemark,Voyageur individuel,"God placering, flink personalet og behalig lille værelse  -",100.0,2024-03-15 22:46:38.925604,0.85,"{'location': 0.9, 'staff': 0.9, 'room': 0.8}"
955,2024-01-01 00:00:00,Royaume-Uni,Voyageur individuel,"Everything was well organised. Next time, I will come with my family during a holidays.  N/A.",100.0,2024-03-15 22:46:38.925604,0.85,"{'organisation': 0.9, 'family friendly': 0.8, 'holiday suitability': 0.85}"
956,2023-12-01 00:00:00,Royaume-Uni,Voyageur individuel,great location and comfortable,100.0,2024-03-15 22:46:38.925604,0.85,"{'location': 0.9, 'comfort': 0.8}"
957,2023-12-01 00:00:00,Royaume-Uni,Voyageur individuel,Reasonably clean. Staff is very friendly and helpful. Very good location as it is just directly opposite the train station. Attractions and old town are about 5-10 mins away. Glad there is kettle.  Shower could be better.,60.0,2024-03-15 22:46:38.925604,0.75,"{'Cleanliness': 0.7, 'Staff': 0.9, 'Location': 0.9, 'Amenities': 0.7, 'Shower': 0.5}"
958,2023-12-01 00:00:00,Azerbaïdjan,Voyageur individuel,"Staff is very very rude, not friendly at all. Maybe the other staff at reception were friendly, but I had a big disappointment and rude face at arrival. I arrived late at 12 am to hotel and my bad was that i took a room for the next day. I was quite polite to admit my bad, but the guy at reception Indian guy at first got me to nervous almost claiming that Im stupid and its my problem. I felt myself a beggar or homeless one just because i asked for a favor to make a half price of a day i arrived. Indian guy didnt show any help, yelling at me that Manager is not here and tomorrow morning you can resolve your deal. He finally guaranteed the full price per day , but morning the manager made a favor and charged half price. Maybe reception could be a bit attentive to situation that im a sole woman traveller and cant go at midnight to walk on the streets. He didnt even let me to wait in the lobby…. Hotel charges full price but it is worse than 3 stars, didnt put simple shampoo .  room was without space to move when you open luggage 
I was very very nervous… good that stayed 1.5 day",20.0,2024-03-15 22:46:38.925604,0.15,"{'Staff': 0.1, 'Reception': 0.15, 'Room': 0.2, 'Price': 0.3, 'Facilities': 0.1, 'Customer Service': 0.05}"
959,2023-12-01 00:00:00,Émirats arabes unis,Voyageur individuel,The location. The staff and the room itself  Nothing as such.,100.0,2024-03-15 22:46:38.925604,0.85,"{'location': 0.9, 'staff': 0.9, 'room': 0.8}"
960,2023-12-01 00:00:00,Pologne,Voyageur individuel,"Everything was very good, like I expected  -",100.0,2024-03-15 22:46:38.925604,0.85,{'Everything': 0.85}
961,2023-11-01 00:00:00,Espagne,Voyageur individuel,Well manner and kind staff.  The decoration is a little bit outdated.,60.0,2024-03-15 22:46:38.925604,0.65,"{'staff': 0.85, 'decoration': 0.45}"
962,2023-11-01 00:00:00,Suisse,Voyageur individuel,"Very nice place, kind people, comfortable room and good quality-price ratio.",100.0,2024-03-15 22:46:38.925604,0.85,"{'place': 0.9, 'people': 0.8, 'room': 0.85, 'quality-price ratio': 0.8}"
963,2023-11-01 00:00:00,Roumanie,Voyageur individuel,"The location is perfect, for a single traveler who needs to travel every day or simply to walk around the Geneva city; rooms are very clean; when landing, I received by phone the Geneva transportation card; personnel very polite and willing to assist.  -",100.0,2024-03-15 22:46:38.925604,0.85,"{'location': 1.0, 'rooms': 0.9, 'cleanliness': 0.9, 'communication': 0.9, 'staff': 0.9, 'transportation': 0.8}"
964,2023-12-01 00:00:00,Portugal,Voyageur individuel,"Location is amazing, staff is so helpful and room is well cleaned.",100.0,2024-03-15 22:46:38.925604,0.9,"{'Location': 1.0, 'Staff': 0.9, 'Room cleanliness': 0.8}"
965,2023-12-01 00:00:00,Ukraine,Voyageur individuel,"Very nice place, closed to the railway and to the central part. Appreciated the clean and very comfortable room. So nice and cheerful personal. The greatest gift was a free ticket to the airport. Highly recommend for the staying. Thanks a lot for your hospitality.",100.0,2024-03-15 22:46:38.925604,0.9,"{'location': 0.85, 'cleanliness': 0.95, 'comfort': 0.95, 'staff': 0.9, 'amenities': 0.95, 'hospitality': 0.95}"
